"","ks4score","fiveac","fiveem","k3en","k3ma","k3sc","gender","SECshort","hiquamum","singlepar","house","fsm","parasp","computer","tuition","pupasp","homework","attitude","sen","truancy","absent","exclude","IDACI_n","FSMband"
"12851",102,"no","no",5,4,5,"Male","Intermediate","HE_below_degree_level","no","owned","no","Yes","Yes","No","No","3_evenings","very_low","No","No","No","No",0.916488087639636,"21pr-35pr"
"12852",102,"no","no",5,4,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","No","Yes","No","Yes","missing","high","No","No","No","No",1.73869196505336,"35pr+"
"12853",102,"no","no",3,4,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","yes","No","Yes","No","No","2_evenings","very_high","Yes","No","No","No",0.020844666264212,"9pr-13pr"
"12855",102,"no","no",3,3,3,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","No","No","No","No","1_evening","low","No","No","No","No",1.3296037659934,"35pr+"
"12856",102,"no","no",3,3,3,"Male","Managerial_and_professional","No_qualification","yes","owned","no","No","Yes","No","Yes","missing","very_low","No","Yes","No","No",-0.092893429849537,"13pr-21pr"
"12857",102,"no","no",3,2,2,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","yes","Yes","Yes","No","Yes","5_evenings","very_low","No","Yes","missing","missing",0.891114701103261,"35pr+"
"12859",101,"no","no",4,6,4,"Female","Intermediate","GCSE_grades_A-C_or_equiv","yes","owned","no","No","Yes","No","Yes","missing","low","No","Yes","No","Yes",2.32853857323672,"35pr+"
"12860",101,"no","no",4,3,3,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","No","No","No","1_evening","low","No","No","No","No",1.110312248373,"13pr-21pr"
"12862",101,"no","no",5,5,5,"Male","Intermediate","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","4_evenings","low","No","No","No","No",-0.263065056611841,"9pr-13pr"
"12865",100.25,"no","no",3,3,2,"Male","Routine,_semi-routine_or_unemployed","GCE_A_Level_or_equivalent","no","rented","yes","No","No","No","Yes","missing","very_high","Yes","No","No","No",1.15132315540544,"35pr+"
"12867",100,"no","no",4,5,4,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","owned","yes","Yes","Yes","No","Yes","3_evenings","high","No","No","missing","missing",0.171399384593804,"35pr+"
"12868",100,"no","no",4,4,4,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","no","Yes","Yes","No","No","3_evenings","high","No","No","No","No",1.12068668599425,"9pr-13pr"
"12871",100,"no","no",3,3,3,"Female","Intermediate","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","3_evenings","low","Yes","No","No","No",0.324708059435104,"9pr-13pr"
"12876",100,"no","no",3,5,5,"Male","Intermediate","Other_qualifications","yes","owned","no","Yes","Yes","No","No","missing","high","No","No","No","Yes",-0.680281259966689,"<5pr"
"12878",100,"no","no",4,4,4,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","yes","owned","no","No","Yes","No","No","1_evening","very_low","No","No","No","No",-0.173337256826062,"<5pr"
"12879",100,"no","no",4,4,4,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_low","No","Yes","Yes","No",-0.657594587561866,"35pr+"
"12880",100,"no","no",3,4,4,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","No","missing","very_low","No","Yes","No","No",1.25167262486498,"35pr+"
"12882",100,"no","no",3,4,3,"Male","Intermediate","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","1_evening","very_high","No","No","Yes","No",-0.211672305171446,"35pr+"
"12883",100,"no","no",3,3,3,"Male","Intermediate","No_qualification","no","owned","no","Yes","No","No","No","1_evening","very_high","No","No","missing","missing",1.38246816498012,"35pr+"
"12888",98,"no","no",3,2,2,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","No","No","Yes","1_evening","low","No","No","No","No",0.212485938947201,"35pr+"
"12889",98,"no","no",4,6,4,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","yes","rented","no","No","No","No","No","missing","very_low","No","No","No","Yes",-0.119215064934071,"<5pr"
"12890",98,"no","no",4,5,4,"Male","Intermediate","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","4_evenings","high","No","No","No","Yes",-0.084826665584966,"<5pr"
"12893",98,"no","no",4,4,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","Yes","Yes","No","Yes","1_evening","very_high","Yes","No","No","No",0.336807997715211,"35pr+"
"12894",98,"no","no",3,3,3,"Male","Intermediate","No_qualification","no","rented","no","Yes","No","No","Yes","missing","low","No","No","No","No",0.783888816439861,"13pr-21pr"
"12898",97,"no","no",3,3,3,"Male","Intermediate","No_qualification","yes","rented","yes","No","No","No","No","missing","very_low","No","No","No","No",1.31851770280776,"13pr-21pr"
"12900",96,"no","no",4,4,4,"Female","Intermediate","No_qualification","no","rented","no","No","No","No","No","3_evenings","very_low","No","Yes","No","No",0.295907285520444,"13pr-21pr"
"12901",96,"no","no",3,3,4,"Female","Intermediate","No_qualification","no","owned","yes","Yes","Yes","Yes","Yes","2_evenings","very_high","No","No","missing","missing",0.741326782181357,"35pr+"
"12902",96,"no","no",5,3,3,"Female","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","No","3_evenings","low","No","Yes","No","No",-0.65719961499928,"5pr-9pr"
"12904",96,"no","no",5,6,5,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","No","2_evenings","very_low","No","Yes","No","Yes",-0.482971527638126,"21pr-35pr"
"12906",96,"no","no",3,3,4,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","rented","no","No","No","No","Yes","2_evenings","very_low","Yes","Yes","No","Yes",-0.196806954124528,"5pr-9pr"
"12907",95,"no","no",3,4,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","yes","Yes","Yes","No","Yes","4_evenings","very_high","Yes","No","missing","missing",1.64675680893747,"35pr+"
"12912",94,"no","no",5,6,5,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","missing","low","No","Yes","No","Yes",-0.316835167204782,"5pr-9pr"
"12915",94,"no","no",3,3,4,"Male","Routine,_semi-routine_or_unemployed","Other_qualifications","no","owned","no","No","Yes","No","Yes","1_evening","very_high","Yes","No","No","Yes",-0.259278608149274,"35pr+"
"12918",94,"no","no",3,2,2,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","No","1_evening","low","Yes","No","No","No",-1.65954723905532,"35pr+"
"12921",93,"no","no",3,3,3,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","yes","Yes","Yes","No","Yes","missing","very_low","Yes","No","No","No",-0.123622912326892,"35pr+"
"12924",92.25,"no","no",4,4,4,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","rented","no","Yes","Yes","No","Yes","1_evening","high","No","No","No","No",0.896452259749047,"21pr-35pr"
"12925",92,"no","no",5,5,4,"Female","Managerial_and_professional","HE_below_degree_level","yes","rented","no","Yes","Yes","Yes","Yes","4_evenings","very_low","No","Yes","No","No",1.41202870997711,"21pr-35pr"
"12926",92,"no","no",3,3,3,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","No","No","No","Yes","1_evening","low","No","No","No","No",-0.030155548555004,"9pr-13pr"
"12928",92,"no","no",3,2,2,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","No","No","Yes","missing","high","Yes","Yes","No","No",-0.006762144409358,"35pr+"
"12931",92,"no","no",4,4,4,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","yes","rented","no","Yes","Yes","No","No","3_evenings","very_low","No","Yes","No","No",-0.742164743051043,"<5pr"
"12932",92,"no","no",4,5,3,"Male","Intermediate","Other_qualifications","no","owned","no","No","Yes","No","No","1_evening","very_high","Yes","No","No","No",-0.962879791955228,"21pr-35pr"
"12933",92,"no","no",3,3,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","yes","No","No","Yes","No","3_evenings","high","Yes","Yes","No","Yes",0.547850078990842,"35pr+"
"12934",92,"no","no",3,4,2,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","yes","rented","yes","No","No","No","No","4_evenings","very_low","No","Yes","Yes","Yes",0.161477722847958,"13pr-21pr"
"12936",92,"no","no",3,2,2,"Male","Intermediate","No_qualification","no","owned","no","Yes","Yes","No","Yes","2_evenings","high","No","No","missing","missing",0.659570991881672,"21pr-35pr"
"12937",92,"no","no",3,2,2,"Male","Managerial_and_professional","No_qualification","no","owned","no","Yes","No","No","Yes","2_evenings","low","Yes","No","No","No",0.838615233354296,"35pr+"
"12941",90,"no","no",4,4,4,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","no","Yes","No","No","Yes","2_evenings","very_high","No","No","Yes","No",-0.119615681348171,"35pr+"
"12943",90,"no","no",4,2,3,"Female","Routine,_semi-routine_or_unemployed","Other_qualifications","yes","rented","yes","Yes","No","No","No","missing","very_low","No","No","missing","missing",0.527991212575951,"9pr-13pr"
"12945",90,"no","no",4,6,5,"Male","Managerial_and_professional","Other_qualifications","no","owned","no","No","Yes","No","No","missing","very_low","No","Yes","No","Yes",-0.314243111904211,"5pr-9pr"
"12946",90,"no","no",5,5,5,"Male","Intermediate","Other_qualifications","no","owned","no","No","Yes","No","Yes","missing","very_low","Yes","Yes","No","Yes",-1.66144194098028,"5pr-9pr"
"12947",90,"no","no",4,5,5,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","Yes","Yes","No","No","2_evenings","low","No","Yes","No","No",-1.65109394664263,"<5pr"
"12949",90,"no","no",3,3,4,"Male","Intermediate","HE_below_degree_level","yes","rented","no","No","Yes","No","Yes","missing","very_low","No","Yes","No","Yes",-0.474941462936363,"21pr-35pr"
"12952",89,"no","no",3,3,2,"Female","Intermediate","Other_qualifications","no","owned","no","Yes","Yes","No","No","missing","high","Yes","No","No","Yes",0.559720558525374,"35pr+"
"12954",89,"no","no",3,2,2,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","Yes","No","Yes","3_evenings","very_high","No","No","missing","missing",-0.385725357444403,"35pr+"
"12955",88,"no","no",5,6,5,"Female","Routine,_semi-routine_or_unemployed","GCE_A_Level_or_equivalent","no","owned","no","No","Yes","No","No","4_evenings","very_low","Yes","Yes","No","Yes",-0.499306446172407,"5pr-9pr"
"12957",88,"no","no",4,3,4,"Female","Routine,_semi-routine_or_unemployed","Other_qualifications","yes","rented","no","No","Yes","No","No","missing","very_low","No","No","No","Yes",0.0023866232803,"5pr-9pr"
"12959",88,"no","no",3,3,3,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","yes","owned","no","No","Yes","No","Yes","2_evenings","low","No","No","No","No",-0.131081695301417,"5pr-9pr"
"12965",88,"no","no",3,4,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","yes","Yes","No","No","No","1_evening","very_low","No","No","No","No",0.650304085521499,"21pr-35pr"
"12966",88,"no","no",3,3,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","no","No","Yes","No","Yes","1_evening","low","No","No","No","Yes",1.08416874867524,"5pr-9pr"
"12967",88,"no","no",4,4,3,"Male","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","missing","very_low","Yes","No","No","No",0.822329968140593,"35pr+"
"12971",88,"no","no",3,2,2,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","no","Yes","No","No","Yes","missing","low","Yes","No","No","Yes",0.480648553430336,"35pr+"
"12974",86,"no","no",3,3,3,"Female","Intermediate","GCSE_grades_A-C_or_equiv","no","rented","yes","Yes","No","No","Yes","missing","very_low","Yes","No","No","No",1.50881717682031,"21pr-35pr"
"12976",86,"no","no",4,4,4,"Male","Intermediate","Degree_or_equivalent","no","owned","no","No","Yes","No","No","2_evenings","very_low","No","Yes","No","Yes",0.022276971873819,"13pr-21pr"
"12977",86,"no","no",4,4,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","no","Yes","Yes","No","Yes","missing","low","No","Yes","No","No",0.919397772208324,"35pr+"
"12978",86,"no","no",3,3,4,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","No","missing","very_high","No","No","No","Yes",0.082032566238084,"13pr-21pr"
"12980",86,"no","no",3,3,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","No","No","No","No","1_evening","low","No","Yes","No","No",1.51280219554106,"35pr+"
"12982",85,"no","no",3,3,3,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","Yes","Yes","No","No","2_evenings","very_high","No","No","missing","missing",0.725606489116738,"35pr+"
"12983",84.5,"no","no",4,5,3,"Male","Routine,_semi-routine_or_unemployed","GCE_A_Level_or_equivalent","yes","rented","no","No","Yes","No","No","missing","very_low","No","Yes","No","Yes",1.15643165078337,"13pr-21pr"
"12985",84,"no","no",5,5,5,"Female","Routine,_semi-routine_or_unemployed","Other_qualifications","no","owned","no","Yes","Yes","No","Yes","missing","low","No","No","No","No",0.742583918954674,"13pr-21pr"
"12989",84,"no","no",4,3,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","Yes","No","Yes","1_evening","very_high","No","No","missing","missing",0.629023984067724,"21pr-35pr"
"12992",84,"no","no",3,2,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","owned","yes","Yes","No","Yes","Yes","2_evenings","very_low","Yes","No","missing","missing",1.48252444957623,"35pr+"
"12995",83,"no","no",4,4,5,"Female","Intermediate","Other_qualifications","yes","rented","yes","Yes","Yes","No","Yes","missing","very_low","No","Yes","No","Yes",-0.09960700685173,"9pr-13pr"
"12997",82.5,"no","no",3,3,4,"Male","Intermediate","GCE_A_Level_or_equivalent","yes","owned","no","Yes","Yes","No","Yes","2_evenings","very_low","No","No","No","No",0.052370483546099,"35pr+"
"12998",82,"no","no",5,4,4,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","No","No","No","1_evening","very_high","No","No","No","No",0.181984968763642,"9pr-13pr"
"12999",82,"no","no",3,4,4,"Female","Intermediate","No_qualification","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_low","No","No","No","No",1.49993744357381,"35pr+"
"13000",82,"no","no",4,3,4,"Female","Intermediate","GCSE_grades_A-C_or_equiv","no","rented","no","Yes","Yes","No","Yes","2_evenings","very_high","No","No","No","Yes",0.069267360002098,"9pr-13pr"
"13001",82,"no","no",3,3,4,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","rented","no","Yes","No","No","No","2_evenings","low","No","No","No","No",0.341611113659268,"9pr-13pr"
"13002",82,"no","no",3,3,3,"Female","Routine,_semi-routine_or_unemployed","Other_qualifications","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_low","No","Yes","No","No",-0.866302446175193,"<5pr"
"13005",82,"no","no",3,2,2,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","No","missing","very_high","Yes","No","No","No",-0.416940192095153,"21pr-35pr"
"13009",82,"no","no",3,5,4,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","yes","rented","no","Yes","Yes","No","No","missing","very_low","No","No","No","Yes",-0.222749974166771,"35pr+"
"13010",82,"no","no",4,4,4,"Male","Routine,_semi-routine_or_unemployed","GCE_A_Level_or_equivalent","yes","rented","yes","Yes","Yes","No","No","2_evenings","high","No","Yes","No","No",0.405339744553782,"21pr-35pr"
"13012",82,"no","no",4,3,3,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","No","No","Yes","1_evening","very_high","No","No","Yes","No",1.36975483586267,"35pr+"
"13015",80.25,"no","no",3,5,3,"Male","Intermediate","GCSE_grades_A-C_or_equiv","yes","rented","no","No","No","No","Yes","missing","very_low","No","Yes","No","Yes",0.47627766815568,"21pr-35pr"
"13016",80,"no","no",4,5,4,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","rented","yes","Yes","No","No","Yes","1_evening","very_low","No","Yes","No","No",0.31616604658866,"13pr-21pr"
"13017",80,"no","no",3,3,2,"Female","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","No","missing","very_high","Yes","No","No","No",0.276761041887887,"35pr+"
"13018",80,"no","no",4,4,4,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","owned","yes","Yes","Yes","No","Yes","3_evenings","high","No","No","missing","missing",0.237126678633073,"9pr-13pr"
